#contig	Name	Description	start	stop	chr
chr2	ENSG00000162929.13	KIAA1841	61065870	61138034	2
chr2	ENSG00000212978.6	AC016747.3	61141591	61144969	2
chr2	ENSG00000237651.6	C2orf74	61145067	61164829	2
chr2	ENSG00000173209.22	AHSA2	61177417	61191203	2
chr2	ENSG00000270820.5	RP11-355B11.2	61471187	61484130	2
chr2	ENSG00000082898.16	XPO1	61477848	61538626	2
chr2	ENSG00000170264.12	FAM161A	61824853	61854143	2
chr2	ENSG00000236498.1	AC107081.5	61868706	61886082	2
chr2	ENSG00000228541.1	AC093159.1	62463126	62464070	2
chr2	ENSG00000186889.9	TMEM17	62500220	62506341	2
chr2	ENSG00000197329.11	PELI1	64092651	64144454	2
chr2	ENSG00000225889.7	AC074289.1	64143238	64252859	2
chr2	ENSG00000119862.12	LGALSL	64453968	64461381	2
chr2	ENSG00000115902.10	SLC1A4	64988476	65023865	2
chr2	ENSG00000172974.11	AC007318.5	65205107	65205988	2
chr2	ENSG00000143995.19	MEIS1	66433470	66573869	2
chr2	ENSG00000230749.4	MEIS1-AS2	66439087	66441836	2
chr2	ENSG00000243667.6	WDR92	68122935	68157560	2
chr2	ENSG00000115946.7	PNO1	68157843	68176238	2
chr2	ENSG00000273064.1	RP11-474G23.3	68252869	68253848	2
chr2	ENSG00000115956.9	PLEK	68365172	68397453	2
chr2	ENSG00000163219.11	ARHGAP25	68679600	68826833	2
chr2	ENSG00000183607.9	GKN2	68945231	68952970	2
chr2	ENSG00000169605.5	GKN1	68974572	68980974	2
chr2	ENSG00000169604.19	ANTXR1	69013177	69249327	2
chr2	ENSG00000198380.12	GFPT1	69319768	69387254	2
chr2	ENSG00000059728.10	MXD1	69897687	69942945	2
chr2	ENSG00000244617.2	ASPRV1	69960088	69962262	2
chr2	ENSG00000115998.7	C2orf42	70149879	70191071	2
chr2	ENSG00000116001.15	TIA1	70209443	70248660	2
chr2	ENSG00000116005.11	PCYOX1	70257385	70281191	2
chr2	ENSG00000035141.7	FAM136A	70295974	70302090	2
chr2	ENSG00000163235.15	TGFA	70447279	70554193	2
chr2	ENSG00000075340.22	ADD2	70607617	70768225	2
chr2	ENSG00000152672.7	CLEC4F	70808642	70820600	2
chr2	ENSG00000116031.8	CD207	70830213	70835822	2
chr2	ENSG00000116035.2	VAX2	70900589	70933446	2
chr2	ENSG00000116039.11	ATP6V1B1	70935881	70965406	2
chr2	ENSG00000124383.8	MPHOSPH10	71130313	71150101	2
chr2	ENSG00000124374.8	PAIP2B	71182738	71227083	2
chr2	ENSG00000135636.13	DYSF	71453721	71686768	2
chr2	ENSG00000003137.8	CYP26B1	72129237	72148038	2
chr2	ENSG00000116096.5	SPR	72887359	72892158	2
chr2	ENSG00000135617.3	PRADC1	73228005	73233238	2
chr2	ENSG00000230002.2	ALMS1-IT1	73456763	73459484	2
chr2	ENSG00000163016.9	ALMS1P1	73644918	73685576	2
chr2	ENSG00000204872.4	NAT8B	73700575	73701340	2
chr2	ENSG00000163017.13	ACTG2	73892313	73919865	2
chr2	ENSG00000235499.1	AC073046.25	73985131	73986343	2
chr2	ENSG00000163170.11	BOLA3	74135397	74147994	2
chr2	ENSG00000225439.2	BOLA3-AS1	74148008	74150061	2
chr2	ENSG00000065911.11	MTHFD2	74198561	74216241	2
chr2	ENSG00000284308.1	C2orf81	74414175	74421591	2
chr2	ENSG00000233155.1	HMGA1P8	74418121	74418340	2
chr2	ENSG00000005448.16	WDR54	74421677	74425755	2
chr2	ENSG00000204822.6	MRPL53	74471957	74473322	2
chr2	ENSG00000135637.13	CCDC142	74473789	74483321	2
chr2	ENSG00000272183.1	RP11-523H20.3	74501716	74502365	2
chr2	ENSG00000257702.3	LBX2-AS1	74502594	74504678	2
chr2	ENSG00000115289.13	PCGF1	74505042	74508580	2
chr2	ENSG00000115318.11	LOXL3	74532437	74555690	2
chr2	ENSG00000159374.17	M1AP	74557882	74648338	2
chr2	ENSG00000272711.1	RP11-259N19.1	74832654	74833980	2
chr2	ENSG00000159399.9	HK2	74833987	74893359	2
chr2	ENSG00000204792.2	LINC01291	74918147	74938418	2
chr2	ENSG00000115353.10	TACR1	75046462	75199700	2
chr2	ENSG00000270571.2	RP11-355F16.1	75154365	75189949	2
chr2	ENSG00000115363.13	EVA1A	75469301	75569722	2
chr2	ENSG00000172023.7	REG1B	79085029	79087993	2
chr2	ENSG00000115386.5	REG1A	79120457	79123419	2
chr2	ENSG00000172016.15	REG3A	79157002	79159753	2
chr2	ENSG00000115423.18	DNAH6	84516454	84819589	2
chr2	ENSG00000246575.2	AC093162.5	85315040	85316529	2
chr2	ENSG00000042493.15	CAPG	85394747	85418432	2
chr2	ENSG00000168906.12	MAT2A	85539164	85544722	2
chr2	ENSG00000168878.16	SFTPB	85657313	85668741	2
chr2	ENSG00000115523.16	GNLY	85694290	85698854	2
chr2	ENSG00000168874.12	ATOH8	85751343	85788066	2
chr2	ENSG00000115525.17	ST3GAL5	85837119	85905199	2
chr2	ENSG00000068654.15	POLR1A	86020215	86106155	2
chr2	ENSG00000208772.1	SNORD94	86135869	86136006	2
chr2	ENSG00000273080.1	RP11-301O19.1	86195770	86196049	2
chr2	ENSG00000068615.17	REEP1	86213992	86338083	2
chr2	ENSG00000228363.2	AC015971.2	86562069	86618766	2
chr2	ENSG00000153563.15	CD8A	86784609	86808396	2
chr2	ENSG00000172116.21	CD8B	86815338	86861924	2
chr2	ENSG00000280721.1	LINC01943	87439522	87459044	2
chr2	ENSG00000222041.10	CYTOR	87455367	87606805	2
chr2	ENSG00000273445.1	RP11-1399P15.1	87477494	87478034	2
chr2	ENSG00000234231.3	AC093616.4	87700983	87738105	2
chr2	ENSG00000172086.7	KRCC1	88027204	88055729	2
chr2	ENSG00000144115.16	THNSL2	88170294	88186636	2
chr2	ENSG00000153574.8	RPIA	88691643	88750935	2
chr2	ENSG00000230006.7	ANKRD36BP2	88765806	88806612	2
chr2	ENSG00000211592.8	IGKC	88857160	88857683	2
chr2	ENSG00000211593.2	IGKJ5	88860567	88860605	2
chr2	ENSG00000211594.2	IGKJ4	88860885	88860922	2
chr2	ENSG00000211595.2	IGKJ3	88861220	88861258	2
chr2	ENSG00000211596.3	IGKJ2	88861524	88861563	2
chr2	ENSG00000211597.2	IGKJ1	88861885	88861923	2
chr2	ENSG00000211598.2	IGKV4-1	88885396	88886153	2
chr2	ENSG00000211599.2	IGKV5-2	88897231	88897784	2
chr2	ENSG00000197794.2	IGKV7-3	88915080	88915378	2
chr2	ENSG00000243466.1	IGKV1-5	88947300	88947957	2
chr2	ENSG00000239855.1	IGKV1-6	88966261	88966767	2
chr2	ENSG00000243063.1	IGKV3-7	88978467	88979081	2
chr2	ENSG00000240671.4	IGKV1-8	88992408	88992931	2
chr2	ENSG00000241755.1	IGKV1-9	89009981	89010515	2
chr2	ENSG00000241351.3	IGKV3-11	89027170	89027731	2
chr2	ENSG00000243290.3	IGKV1-12	89040223	89040745	2
chr2	ENSG00000253497.1	IGKV1-13	89045994	89046466	2
chr2	ENSG00000244437.1	IGKV3-15	89085176	89085787	2
chr2	ENSG00000240864.3	IGKV1-16	89099858	89100361	2
chr2	ENSG00000240382.3	IGKV1-17	89117341	89117844	2
chr2	ENSG00000239951.1	IGKV3-20	89142573	89143160	2
chr2	ENSG00000211611.2	IGKV6-21	89159750	89160366	2
chr2	ENSG00000241294.1	IGKV2-24	89176327	89177160	2
chr2	ENSG00000254098.1	IGKV2-26	89196095	89196829	2
chr2	ENSG00000244575.3	IGKV1-27	89213422	89213928	2
chr2	ENSG00000244116.3	IGKV2-28	89221697	89222461	2
chr2	ENSG00000253998.3	IGKV2-29	89234173	89234912	2
chr2	ENSG00000243238.1	IGKV2-30	89244780	89245596	2
chr2	ENSG00000242076.2	IGKV1-33	89266493	89268506	2
chr2	ENSG00000239862.1	IGKV1-37	89297263	89297785	2
chr2	ENSG00000242371.1	IGKV1-39	89319624	89320146	2
chr2	ENSG00000273962.1	IGKV2-40	89330109	89330429	2
chr2	ENSG00000251039.2	IGKV2D-40	89851790	89852497	2
chr2	ENSG00000251546.1	IGKV1D-39	89862481	89862981	2
chr2	ENSG00000239975.2	IGKV1D-33	89913981	89916052	2
chr2	ENSG00000239571.1	IGKV2D-30	89936858	89937679	2
chr2	ENSG00000243264.2	IGKV2D-29	89947511	89948279	2
chr2	ENSG00000242534.2	IGKV2D-28	89959978	89960754	2
chr2	ENSG00000241566.1	IGKV2D-24	90004796	90005629	2
chr2	ENSG00000225523.2	IGKV6D-21	90021566	90022185	2
chr2	ENSG00000211625.2	IGKV3D-20	90038847	90039479	2
chr2	ENSG00000242766.1	IGKV1D-17	90082634	90083291	2
chr2	ENSG00000241244.1	IGKV1D-16	90100235	90100738	2
chr2	ENSG00000224041.3	IGKV3D-15	90114837	90115402	2
chr2	ENSG00000276566.1	IGKV1D-13	90154072	90154574	2
chr2	ENSG00000278857.1	IGKV1D-12	90159839	90160335	2
chr2	ENSG00000211632.4	IGKV3D-11	90172801	90173414	2
chr2	ENSG00000242580.1	IGKV1D-43	90209872	90210529	2
chr2	ENSG00000239819.2	IGKV1D-8	90220726	90221384	2
chr2	ENSG00000228325.5	IGKV3D-7	90234811	90235370	2
chr2	ENSG00000261600.1	RP11-575H3.1	91580335	91580863	2
chr2	ENSG00000163060.7	TEKT4	94873552	94876829	2
chr2	ENSG00000172005.10	MAL	95025676	95053996	2
chr2	ENSG00000144026.11	ZNF514	95147936	95165413	2
chr2	ENSG00000275111.4	ZNF2	95165431	95184317	2
chr2	ENSG00000155066.15	PROM2	95274452	95291308	2
chr2	ENSG00000272913.1	RP11-440D17.3	95525108	95526232	2
chr2	ENSG00000236431.1	AC009237.11	95536116	95536495	2
chr2	ENSG00000273305.1	RP11-440D17.4	95537968	95538469	2
chr2	ENSG00000235584.2	AC008268.1	95666083	95668715	2
chr2	ENSG00000232931.5	LINC00342	95807117	95816215	2
chr2	ENSG00000174501.14	ANKRD36C	95836918	95991831	2
chr2	ENSG00000186281.12	GPAT2	96021945	96039451	2
chr2	ENSG00000274286.1	ADRA2B	96112874	96116245	2
chr2	ENSG00000188886.3	ASTL	96123849	96138436	2
chr2	ENSG00000158050.4	DUSP2	96143165	96145440	2
chr2	ENSG00000230747.1	AC021188.4	96307262	96321731	2
chr2	ENSG00000198885.9	ITPRIPL1	96325330	96330517	2
chr2	ENSG00000121152.9	NCAPH	96335786	96373845	2
chr2	ENSG00000163121.9	NEURL3	96497642	96508109	2
chr2	ENSG00000196843.15	ARID5A	96536748	96552638	2
chr2	ENSG00000273265.1	RP11-353K11.1	96812238	96813657	2
chr2	ENSG00000163126.14	ANKRD23	96824525	96844034	2
chr2	ENSG00000168758.10	SEMA4C	96859715	96870757	2
chr2	ENSG00000135976.17	ANKRD36	97113495	97264521	2
chr2	ENSG00000115085.13	ZAP70	97713559	97739862	2
chr2	ENSG00000168658.18	VWA3B	98087115	98313299	2
chr2	ENSG00000196872.11	KIAA1211L	98793845	98936259	2
chr2	ENSG00000135951.14	TSGA10	98997260	99154954	2
chr2	ENSG00000144182.16	LIPT1	99154964	99163157	2
chr2	ENSG00000144214.9	LYG1	99284237	99304742	2
chr2	ENSG00000115514.11	TXNDC9	99318981	99340702	2
chr2	ENSG00000144218.18	AFF3	99545418	100142739	2
chr2	ENSG00000170500.12	LONRF2	100273290	100322733	2
chr2	ENSG00000115526.10	CHST10	100391859	100417656	2
chr2	ENSG00000115539.13	PDCL3	100562689	100576735	2
chr2	ENSG00000170485.16	NPAS2	100820151	100996829	2
chr2	ENSG00000204634.12	TBC1D8	101007616	101252801	2
chr2	ENSG00000212283.1	SNORD89	101272936	101273049	2
chr2	ENSG00000281162.2	LINC01127	101962055	101987167	2
chr2	ENSG00000115590.13	IL1R2	101991843	102028544	2
chr2	ENSG00000115594.11	IL1R1	102064543	102179874	2
chr2	ENSG00000205716.4	FAM183DP	102249856	102250255	2
chr2	ENSG00000115602.16	IL1RL1	102311501	102352037	2
chr2	ENSG00000115604.10	IL18R1	102355928	102398775	2
chr2	ENSG00000115607.9	IL18RAP	102418688	102452565	2
chr2	ENSG00000236525.1	AC007278.2	102433956	102435340	2
chr2	ENSG00000234389.1	AC007278.3	102438712	102440475	2
chr2	ENSG00000272861.1	RP11-332H14.1	105249403	105249794	2
chr2	ENSG00000115641.18	FHL2	105357711	105438513	2
chr2	ENSG00000119147.9	C2orf40	106063245	106078159	2
chr2	ENSG00000144057.15	ST6GAL2	106801599	106887108	2
chr2	ENSG00000198203.9	SULT1C2	108288638	108309915	2
chr2	ENSG00000198075.9	SULT1C4	108378011	108388057	2
chr2	ENSG00000228763.1	LIMS1-AS1	108676794	108678601	2
chr2	ENSG00000259863.1	SH3RF3-AS1	109127326	109128930	2
chr2	ENSG00000172985.10	SH3RF3	109129347	109504632	2
chr2	ENSG00000237916.1	RP11-537E18.1	109552535	109552846	2
chr2	ENSG00000144063.3	MALL	110083869	110116566	2
chr2	ENSG00000144061.12	NPHP1	110122310	110205066	2
chr2	ENSG00000175701.10	LINC00116	110211528	110245311	2
chr2	ENSG00000169679.14	BUB1	110637697	110678114	2
chr2	ENSG00000153093.18	ACOXL	110732572	111118222	2
chr2	ENSG00000230499.1	AC108463.1	111195962	111206494	2
chr2	ENSG00000172965.14	MIR4435-2HG	111196349	111495100	2
chr2	ENSG00000227992.1	AC108463.2	111203963	111206204	2
chr2	ENSG00000271590.1	RP11-181E10.3	111210994	111212476	2
chr2	ENSG00000153208.16	MERTK	111898478	112029561	2
chr2	ENSG00000188177.13	ZC3H6	112275593	112340063	2
chr2	ENSG00000125630.15	POLR1B	112541914	112577150	2
chr2	ENSG00000243389.1	AC012442.5	112614212	112614431	2
chr2	ENSG00000237753.1	AC079922.3	112641831	112645690	2
chr2	ENSG00000144136.10	SLC20A1	112645856	112663827	2
chr2	ENSG00000169607.12	CKAP2L	112736606	112764677	2
chr2	ENSG00000115008.5	IL1A	112773914	112784590	2
chr2	ENSG00000125538.11	IL1B	112829750	112836903	2
chr2	ENSG00000136689.18	IL1RN	113107213	113134016	2
chr2	ENSG00000189223.14	PAX8-AS1	113211521	113276581	2
chr2	ENSG00000125618.16	PAX8	113215996	113278950	2
chr2	ENSG00000231292.6	IGKV1OR2-108	113406395	113406872	2
chr2	ENSG00000234997.1	AC016745.3	113424494	113425324	2
chr2	ENSG00000225398.3	PGM5P4	113541936	113563298	2
chr2	ENSG00000146556.14	WASH2P	113588549	113599034	2
chr2	ENSG00000236397.3	DDX11L2	113599035	113601261	2
chr2	ENSG00000279267.1	RP11-395L14.18	113605866	113607908	2
chr2	ENSG00000144134.18	RABL2A	113627228	113643396	2
chr2	ENSG00000279227.1	AC009303.2	118014173	118015673	2
chr2	ENSG00000019169.10	MARCO	118942165	118994660	2
chr2	ENSG00000259094.1	RP11-77A13.1	118949305	118952983	2
chr2	ENSG00000115107.19	STEAP3	119223830	119265652	2
chr2	ENSG00000155368.16	DBI	119366920	119372560	2
chr2	ENSG00000171227.6	TMEM37	119429900	119438520	2
chr2	ENSG00000080293.9	SCTR	119439842	119525301	2
chr2	ENSG00000231013.1	AC013275.2	119476447	119487346	2
chr2	ENSG00000163075.12	CFAP221	119544431	119662251	2
chr2	ENSG00000144120.12	TMEM177	119679166	119686507	2
chr2	ENSG00000115109.13	EPB41L5	120013004	120179119	2
chr2	ENSG00000226479.3	TMEM185B	120221277	120223408	2
chr2	ENSG00000163083.5	INHBB	120346142	120351808	2
chr2	ENSG00000074047.21	GLI2	120735622	120992653	2
chr2	ENSG00000115112.7	TFCP2L1	121216586	121285207	2
chr2	ENSG00000155438.11	NIFK	121726944	121736923	2
chr2	ENSG00000211460.11	TSN	121737102	121767853	2
chr2	ENSG00000236682.1	AC068282.3	127389129	127400580	2
chr2	ENSG00000169994.18	MYO7B	127535801	127637728	2
chr2	ENSG00000272789.1	RP11-286H15.1	127625996	127626848	2
chr2	ENSG00000072163.19	LIMS2	127638380	127681786	2
chr2	ENSG00000144230.16	GPR17	127645863	127652639	2
chr2	ENSG00000272667.1	RP11-395A13.2	127886555	127887185	2
chr2	ENSG00000136720.6	HS6ST1	128236715	128318577	2
chr2	ENSG00000152076.18	CCDC74B	130139417	130145134	2
chr2	ENSG00000136718.9	IMP4	130342349	130346624	2
chr2	ENSG00000072135.12	PTPN18	130356006	130375409	2
chr2	ENSG00000136002.18	ARHGEF4	130913985	131047263	2
chr2	ENSG00000163040.14	CCDC74A	131527832	131533666	2
chr2	ENSG00000197927.12	C2orf27A	131722374	131767404	2
chr2	ENSG00000213222.3	AC093724.2	131723252	131724279	2
chr2	ENSG00000226886.1	AC093787.1	132037786	132037993	2
chr2	ENSG00000183840.6	GPR39	132416573	132646559	2
chr2	ENSG00000150551.10	LYPD1	132644852	132671579	2
chr2	ENSG00000176771.16	NCKAP5	132671798	133568463	2
chr2	ENSG00000152128.13	TMEM163	134455758	134719000	2
chr2	ENSG00000176601.12	MAP3K19	134964490	135047458	2
chr2	ENSG00000121966.6	CXCR4	136114348	136118165	2
chr2	ENSG00000150540.13	HNMT	137964019	138016364	2
chr2	ENSG00000115919.14	KYNU	142877497	143055832	2
chr2	ENSG00000075884.13	ARHGAP15	143091361	143768352	2
chr2	ENSG00000258268.1	RP11-570L15.1	143518866	143598002	2
chr2	ENSG00000283994.1	AC079584.3	143601516	143608759	2
chr2	ENSG00000231758.2	AC092652.1	143640755	143656179	2
chr2	ENSG00000238057.8	ZEB2-AS1	144518096	144521477	2
chr2	ENSG00000150556.16	LYPD6B	149038106	149215262	2
chr2	ENSG00000231969.1	AC144449.1	149587602	149848233	2
chr2	ENSG00000115963.13	RND3	150468194	150539011	2
chr2	ENSG00000184898.6	RBM43	151247939	151261879	2
chr2	ENSG00000123609.10	NMI	151270464	151290057	2
chr2	ENSG00000123610.4	TNFAIP6	151357591	151380048	2
chr2	ENSG00000157827.19	FMNL2	152335236	152649834	2
chr2	ENSG00000213197.3	AC012066.1	152389936	152390630	2
chr2	ENSG00000177519.3	RPRM	153477337	153478808	2
chr2	ENSG00000144278.14	GALNT13	153871912	154453849	2
chr2	ENSG00000153234.13	NR4A2	156324431	156342348	2
chr2	ENSG00000136542.8	GALNT5	157257597	157314211	2
chr2	ENSG00000136541.14	ERMN	157318624	157327713	2
chr2	ENSG00000115165.9	CYTIP	157414618	157488961	2
chr2	ENSG00000234584.1	AC019186.1	157725707	157736005	2
chr2	ENSG00000204380.4	PKP4-AS1	158658336	158735002	2
chr2	ENSG00000163331.11	DAPL1	158795316	158853754	2
chr2	ENSG00000241399.6	CD302	159771027	159798255	2
chr2	ENSG00000054219.10	LY75	159803354	159904749	2
chr2	ENSG00000153246.12	PLA2R1	159932005	160062610	2
chr2	ENSG00000115221.10	ITGB6	160099665	160271888	2
chr2	ENSG00000227403.1	LINC01806	161244738	161249050	2
chr2	ENSG00000115233.11	PSMD14	161308037	161411717	2
chr2	ENSG00000232320.6	AC009299.5	161340815	161341326	2
chr2	ENSG00000197635.9	DPP4	161992240	162074542	2
chr2	ENSG00000231445.1	TIMM8AP1	162077356	162077651	2
chr2	ENSG00000236841.7	AC007750.5	162159761	162173223	2
chr2	ENSG00000078098.13	FAP	162173722	162245151	2
chr2	ENSG00000115271.10	GCA	162318839	162371406	2
chr2	ENSG00000182263.13	FIGN	163593395	163736012	2
chr2	ENSG00000115290.9	GRB14	164492815	164621848	2
chr2	ENSG00000277998.1	RP11-452N17.1	164573740	164574054	2
chr2	ENSG00000224331.2	AC019181.3	164687286	164687596	2
chr2	ENSG00000115339.13	GALNT3	165747590	165794682	2
chr2	ENSG00000235192.1	AC009495.2	165794850	165810010	2
chr2	ENSG00000232411.1	AC009495.3	165833047	165839098	2
chr2	ENSG00000144285.17	SCN1A	165989159	166149180	2
chr2	ENSG00000136546.13	SCN7A	166403572	166494247	2
chr2	ENSG00000163072.15	NOSTRIN	168786538	168865514	2
chr2	ENSG00000152253.8	SPC25	168834131	168913371	2
chr2	ENSG00000073737.16	DHRS9	169064788	169096167	2
chr2	ENSG00000081479.12	LRP2	169127108	169362685	2
chr2	ENSG00000239474.6	KLHL41	169509701	169526262	2
chr2	ENSG00000138399.17	FASTKD1	169529748	169573875	2
chr2	ENSG00000154479.12	CCDC173	169645424	169694433	2
chr2	ENSG00000144362.11	PHOSPHO2	169694453	169701708	2
chr2	ENSG00000213160.9	KLHL23	169733845	169776989	2
chr2	ENSG00000234350.4	AC007405.4	170723085	170770768	2
chr2	ENSG00000239467.5	AC007405.6	170771112	170778148	2
chr2	ENSG00000204334.7	ERICH2	170783785	170798971	2
chr2	ENSG00000071967.11	CYBRD1	171522246	171558133	2
chr2	ENSG00000172878.13	METAP1D	171999582	172082430	2
chr2	ENSG00000091409.14	ITGA6	172427353	172506282	2
chr2	ENSG00000225205.5	AC093818.1	172480839	172556564	2
chr2	ENSG00000091428.17	RAPGEF4	172735273	173052893	2
chr2	ENSG00000144354.13	CDCA7	173354819	173368997	2
chr2	ENSG00000271151.1	RP11-394I13.2	173968350	173969418	2
chr2	ENSG00000144306.14	SCRN3	174395729	174429575	2
chr2	ENSG00000235655.3	H3F3AP4	174719907	174720318	2
chr2	ENSG00000128656.13	CHN1	174799362	175005369	2
chr2	ENSG00000128709.12	HOXD9	176122719	176124937	2
chr2	ENSG00000175879.8	HOXD8	176129693	176132695	2
chr2	ENSG00000170166.5	HOXD4	176151221	176153226	2
chr2	ENSG00000224189.6	HAGLR	176173194	176188540	2
chr2	ENSG00000226363.3	HAGLROS	176178424	176179008	2
chr2	ENSG00000128645.14	HOXD1	176188578	176189918	2
chr2	ENSG00000218175.2	AC016739.2	176200907	176201252	2
chr2	ENSG00000128654.13	MTX2	176269394	176338025	2
chr2	ENSG00000225808.1	DNAJC19P5	177229190	177229506	2
chr2	ENSG00000280374.1	RP11-337N6.3	177317714	177318471	2
chr2	ENSG00000196659.9	TTC30B	177548997	177553014	2
chr2	ENSG00000197557.6	TTC30A	177612991	177618966	2
chr2	ENSG00000155636.14	RBM45	178112454	178139011	2
chr2	ENSG00000079156.16	OSBPL6	178194480	178402891	2
chr2	ENSG00000223960.6	AC009948.5	178413938	178440243	2
chr2	ENSG00000079150.17	FKBP7	178463663	178478600	2
chr2	ENSG00000155657.26	TTN	178525988	178830802	2
chr2	ENSG00000270277.1	RP11-65L3.2	178549473	178550681	2
chr2	ENSG00000271141.1	RP11-171I2.4	178616630	178617119	2
chr2	ENSG00000163492.14	CCDC141	178830268	179050086	2
chr2	ENSG00000144331.18	ZNF385B	179441981	179861505	2
chr2	ENSG00000226564.1	FTH1P20	180872866	180873414	2
chr2	ENSG00000115232.13	ITGA4	181457206	181536187	2
chr2	ENSG00000188452.13	CERKL	181536675	181657116	2
chr2	ENSG00000115252.18	PDE1A	182140035	182523192	2
chr2	ENSG00000162998.4	FRZB	182833274	182867162	2
chr2	ENSG00000162999.12	DUSP19	183078558	183100005	2
chr2	ENSG00000163002.12	NUP35	183117512	183161680	2
chr2	ENSG00000177855.8	CACYBPP2	183607441	183608119	2
chr2	ENSG00000138448.11	ITGAV	186590064	186680901	2
chr2	ENSG00000144369.12	FAM171B	186693970	186765965	2
chr2	ENSG00000064989.12	CALCRL	187343128	187448460	2
chr2	ENSG00000168542.14	COL3A1	188974319	189012746	2
chr2	ENSG00000204262.11	COL5A2	189031895	189179879	2
chr2	ENSG00000138449.10	SLC40A1	189560578	189583758	2
chr2	ENSG00000128694.11	OSGEPL1	189746659	189763227	2
chr2	ENSG00000273240.1	RP11-455J20.3	189763858	189764456	2
chr2	ENSG00000064933.17	PMS1	189784084	189877629	2
chr2	ENSG00000187699.10	C2orf88	189879608	190203484	2
chr2	ENSG00000151690.14	MFSD6	190408354	190502315	2
chr2	ENSG00000272979.1	RP11-647K16.1	190454091	190454521	2
chr2	ENSG00000115415.18	STAT1	190969033	191020960	2
chr2	ENSG00000138378.17	STAT4	191029575	191151596	2
chr2	ENSG00000173559.12	NABP1	191678126	191696659	2
chr2	ENSG00000168497.4	SDPR	191834301	191847255	2
chr2	ENSG00000118997.13	DNAH7	195737702	196068812	2
chr2	ENSG00000272211.1	RP11-347P5.1	196151262	196154881	2
chr2	ENSG00000138411.10	HECW2	196194369	196593692	2
chr2	ENSG00000229056.2	AC020571.3	196260023	196264204	2
chr2	ENSG00000197121.14	PGAP1	196833003	196927796	2
chr2	ENSG00000231621.1	AC013264.2	197197990	197199273	2
chr2	ENSG00000144381.16	HSPD1	197486580	197516737	2
chr2	ENSG00000115541.10	HSPE1	197500274	197503457	2
chr2	ENSG00000162944.10	RFTN2	197568223	197676045	2
chr2	ENSG00000247626.4	MARS2	197705368	197708387	2
chr2	ENSG00000162972.10	MAIP1	199955316	200008540	2
chr2	ENSG00000155729.12	KCTD18	200488951	200519784	2
chr2	ENSG00000138356.13	AOX1	200585867	200677064	2
chr2	ENSG00000013441.15	CLK1	200853008	200864744	2
chr2	ENSG00000252759.1	Y_RNA	200863151	200863247	2
chr2	ENSG00000201499.1	RNU6-312P	200881714	200881821	2
chr2	ENSG00000196290.14	NIF3L1	200889326	200903930	2
chr2	ENSG00000119013.8	NDUFB3	201071432	201085750	2
chr2	ENSG00000226312.7	CFLAR-AS1	201140277	201157823	2
chr2	ENSG00000235579.1	AC007283.4	201162483	201162680	2
chr2	ENSG00000155749.12	ALS2CR12	201288270	201357398	2
chr2	ENSG00000115993.12	TRAK2	201377206	201451579	2
chr2	ENSG00000082146.12	STRADB	201388001	201480846	2
chr2	ENSG00000273209.1	RP11-107N15.1	202032769	202033537	2
chr2	ENSG00000155760.2	FZD7	202034586	202038445	2
chr2	ENSG00000182329.12	KIAA2012	202073288	202205203	2
chr2	ENSG00000204217.13	BMPR2	202376935	202567751	2
chr2	ENSG00000236047.1	AC073410.1	202520400	202520989	2
chr2	ENSG00000138439.11	FAM117B	202635187	202769757	2
chr2	ENSG00000163596.16	ICA1L	202773149	202871985	2
chr2	ENSG00000138442.9	WDR12	202874781	203014798	2
chr2	ENSG00000138380.17	CARF	202912226	202987063	2
chr2	ENSG00000144426.18	NBEAL1	203014878	203226378	2
chr2	ENSG00000228513.1	AC023271.1	203061313	203062278	2
chr2	ENSG00000204196.5	RPL12P16	203190779	203191277	2
chr2	ENSG00000173166.17	RAPH1	203394344	203535410	2
chr2	ENSG00000178562.17	CD28	203706474	203738912	2
chr2	ENSG00000163599.14	CTLA4	203867785	203873960	2
chr2	ENSG00000163600.12	ICOS	203936747	203961577	2
chr2	ENSG00000116117.17	PARD3B	204545792	205620162	2
chr2	ENSG00000207406.1	SNORA41	206162227	206162359	2
chr2	ENSG00000114948.12	ADAM23	206443538	206621130	2
chr2	ENSG00000138400.12	MDH1B	206737762	206765356	2
chr2	ENSG00000237892.1	KLF7-IT1	207120883	207122044	2
chr2	ENSG00000224137.1	LINC01857	207662374	207667024	2
chr2	ENSG00000163249.11	CCNYL1	207711539	207761839	2
chr2	ENSG00000163251.3	FZD5	207762585	207769563	2
chr2	ENSG00000138413.13	IDH1	208236226	208266074	2
chr2	ENSG00000078018.19	MAP2	209424057	209734118	2
chr2	ENSG00000272807.1	RP11-260M2.1	210028416	210029156	2
chr2	ENSG00000115361.7	ACADL	210187938	210225259	2
chr2	ENSG00000168530.15	MYL1	210290149	210315190	2
chr2	ENSG00000234281.5	LANCL1-AS1	210324758	210469246	2
chr2	ENSG00000178568.14	ERBB4	211375716	212538841	2
chr2	ENSG00000030419.16	IKZF2	212999690	213152427	2
chr2	ENSG00000138376.10	BARD1	214725645	214809711	2
chr2	ENSG00000230076.1	RPL10P6	214847127	214847445	2
chr2	ENSG00000138363.14	ATIC	215311816	215349773	2
chr2	ENSG00000115414.18	FN1	215360439	215436172	2
chr2	ENSG00000235770.5	LINC00607	215611562	215843722	2
